customer_id,tenure_months,monthly_spend,support_tickets,contract_type,churn
5260,53,54.26,4,Monthly,0
5261,15,65.25,1,Monthly,1
5262,59,87.21,0,Annual,1
5263,22,83.53,1,Monthly,0
5264,51,59.63,0,Monthly,0
5265,48,66.04,2,Monthly,0
5266,21,50.17,3,Annual,1
5267,59,55.94,2,Monthly,0
5268,56,72.57,4,Monthly,0
5269,22,99.75,0,Monthly,1
5270,36,102.28,4,Annual,0
5271,34,116.67,1,Monthly,0
5272,30,88.49,1,Monthly,0
5273,25,83.77,2,Annual,0
5274,45,89.9,3,Annual,0
5275,28,89.71,3,Annual,0
5276,1,47.67,0,Annual,1
5277,49,117.78,2,Monthly,0
5278,45,41.38,3,Monthly,0
5279,4,102.98,1,Monthly,0
5280,7,81.13,1,Annual,0
5281,49,58.21,2,Monthly,0
5282,9,90.63,0,Monthly,0
5283,36,77.64,1,Monthly,0
5284,19,66.35,1,Monthly,0
5285,1,52.37,2,Monthly,1
5286,10,50.69,3,Monthly,0
5287,36,67.78,5,Monthly,0
5288,9,72.26,4,Monthly,1
5289,45,55.79,1,Annual,0
5290,46,80.77,0,Monthly,0
5291,42,58.64,3,Annual,0
5292,32,87.2,0,Monthly,0
5293,32,104.63,3,Monthly,0
5294,6,85.79,0,Monthly,0
5295,48,78.12,2,Monthly,0
5296,38,69.3,3,Annual,0
5297,17,108.92,2,Monthly,0
5298,10,76.13,3,Annual,0
5299,50,129.8,2,Monthly,1
5300,27,56.34,0,Annual,1
5301,54,85.8,1,Monthly,0
5302,50,108.25,2,Annual,0
5303,35,66.2,1,Monthly,0
5304,52,75.28,0,Annual,0
5305,59,92.52,0,Monthly,0
5306,21,87.76,0,Monthly,0
5307,25,91.19,3,Annual,0
5308,28,103.21,3,Monthly,0
5309,47,73.06,4,Monthly,0
5310,15,108.74,2,Annual,0
5311,4,45.6,3,Monthly,0
5312,29,101.55,0,Monthly,0
5313,59,102.94,2,Annual,0
5314,9,64.51,3,Annual,0
5315,27,50.99,0,Monthly,0
5316,26,75.36,3,Annual,1
5317,19,88.08,5,Monthly,0
5318,56,73.3,4,Annual,0
5319,28,90.04,2,Monthly,0
5320,17,118.75,3,Monthly,1
5321,43,52.71,0,Monthly,0
5322,57,40.92,1,Annual,0
5323,41,78.61,1,Monthly,0
5324,42,66.4,1,Annual,0
5325,50,70.39,3,Monthly,0
5326,20,105.34,1,Annual,0
5327,45,77.59,3,Annual,0
5328,40,79.42,1,Annual,0
5329,39,71.26,1,Annual,0
5330,49,79.22,1,Monthly,1
5331,53,85.37,0,Monthly,0
5332,23,135.69,1,Annual,0
5333,47,85.59,2,Annual,1
5334,32,103.25,3,Monthly,0
5335,52,83.73,3,Monthly,0
5336,47,39.44,5,Annual,0
5337,33,68.66,1,Annual,0
5338,57,85.58,3,Monthly,1
5339,46,94.47,0,Monthly,1
5340,5,84.2,0,Annual,0
5341,43,98.41,5,Monthly,0
5342,48,50.8,4,Annual,0
5343,34,80.98,1,Annual,0
5344,40,106.56,1,Annual,0
5345,11,60.57,2,Annual,0
5346,50,102.41,1,Monthly,0
5347,3,101.38,2,Monthly,0
5348,58,55.26,4,Monthly,0
5349,33,86.76,0,Annual,0
5350,11,83.18,2,Monthly,0
5351,16,76.47,2,Monthly,1
5352,18,49.46,2,Annual,0
5353,30,74.74,2,Monthly,0
5354,48,76.87,8,Annual,0
5355,55,46.03,1,Monthly,0
5356,10,53.9,4,Monthly,1
5357,18,61.46,1,Monthly,0
5358,38,59.03,5,Monthly,1
5359,19,86.53,1,Annual,0
5360,36,98.23,3,Annual,0
5361,59,73.79,1,Monthly,0
5362,13,95.33,1,Annual,0
5363,56,99.05,2,Annual,1
5364,46,78.29,1,Monthly,0
5365,3,88.16,3,Monthly,0
5366,10,75.53,1,Annual,0
5367,38,57.54,3,Monthly,1
5368,1,65.06,1,Monthly,1
5369,55,86.52,1,Monthly,0
5370,56,77.57,3,Annual,0
5371,27,94.74,1,Monthly,0
5372,46,42.26,1,Monthly,0
5373,8,47.07,5,Monthly,1
5374,51,49.44,1,Monthly,1
5375,46,83.33,1,Monthly,0
5376,42,52.44,2,Monthly,1
5377,17,86.4,5,Annual,0
5378,9,95.06,3,Monthly,0
5379,6,110.32,5,Monthly,1
5380,43,108.12,2,Annual,1
5381,25,66.09,4,Monthly,1
5382,39,46.61,1,Monthly,0
5383,49,67.36,2,Monthly,0
5384,28,99.54,3,Annual,0
5385,33,72.21,1,Monthly,0
5386,54,79.51,5,Annual,0
5387,37,68.86,0,Annual,0
5388,9,111.62,4,Monthly,1
5389,18,59.71,2,Monthly,0
5390,56,81.34,2,Annual,1
5391,59,102.16,2,Monthly,1
5392,21,116.83,4,Monthly,1
5393,2,66.1,2,Annual,1
5394,58,99.22,1,Monthly,0
5395,43,67.35,6,Monthly,1
5396,59,107.54,0,Monthly,0
5397,38,114.59,1,Monthly,1
5398,58,62.21,4,Monthly,1
5399,40,93.07,4,Monthly,0
5400,36,102.27,4,Monthly,0
5401,50,74.11,5,Monthly,0
5402,43,90.95,5,Monthly,1
5403,37,92.0,3,Monthly,0
5404,15,120.19,1,Monthly,0
5405,28,40.58,1,Monthly,0
5406,18,78.88,3,Monthly,1
5407,34,54.99,0,Annual,0
5408,22,80.28,3,Monthly,0
5409,11,64.34,3,Monthly,0
5410,58,74.9,3,Monthly,0
5411,57,62.52,3,Annual,0
5412,13,83.11,1,Monthly,0
5413,4,101.48,1,Annual,0
5414,22,72.55,1,Monthly,0
5415,7,108.61,4,Monthly,1
5416,43,100.88,2,Monthly,1
5417,54,120.68,2,Monthly,1
5418,24,88.23,1,Monthly,0
5419,4,78.77,2,Annual,0
5420,28,48.3,1,Annual,0
5421,15,64.37,2,Monthly,0
5422,1,75.84,1,Annual,0
5423,55,78.21,1,Monthly,0
5424,3,126.97,3,Monthly,0
5425,14,75.86,2,Annual,0
5426,38,44.63,4,Monthly,0
5427,50,93.29,1,Monthly,0
5428,57,92.13,1,Monthly,0
5429,1,70.82,1,Monthly,1
5430,38,122.55,0,Monthly,0
5431,38,42.07,1,Monthly,0
5432,21,104.99,1,Monthly,0
5433,48,74.18,4,Monthly,1
5434,29,60.99,2,Monthly,0
5435,5,128.01,0,Annual,0
5436,49,94.73,0,Monthly,0
5437,10,74.03,3,Monthly,0
5438,28,73.62,2,Monthly,1
5439,21,85.51,0,Monthly,0
5440,50,70.76,1,Annual,0
5441,7,105.99,0,Monthly,0
5442,3,81.75,1,Annual,0
5443,45,100.35,0,Annual,1
5444,47,84.16,2,Annual,0
5445,20,97.4,4,Annual,1
5446,19,106.91,4,Annual,0
5447,35,113.62,2,Monthly,0
5448,4,89.82,2,Annual,0
5449,5,62.67,3,Monthly,0
5450,1,76.55,5,Monthly,1
5451,4,79.48,1,Monthly,0
5452,12,68.54,2,Monthly,0
5453,27,65.2,1,Annual,0
5454,56,83.49,3,Annual,0
5455,42,60.33,1,Monthly,1
5456,23,56.45,0,Monthly,0
5457,25,46.11,0,Monthly,0
5458,21,89.61,1,Monthly,0
5459,58,86.82,3,Monthly,0
5460,52,73.51,1,Monthly,0
5461,24,99.88,0,Annual,0
5462,25,60.02,3,Monthly,0
5463,45,87.62,2,Monthly,0
5464,55,81.08,1,Annual,0
5465,46,65.19,3,Monthly,0
5466,32,70.15,0,Annual,0
5467,55,68.61,2,Monthly,0
5468,32,85.06,0,Monthly,0
5469,5,91.87,1,Monthly,0
5470,36,71.47,4,Annual,0
5471,46,65.76,2,Monthly,0
5472,42,82.74,0,Monthly,0
5473,49,46.96,4,Monthly,0
5474,42,80.69,1,Monthly,0
5475,58,111.24,3,Annual,0
5476,39,65.92,1,Monthly,1
5477,16,76.46,6,Annual,0
5478,33,100.49,2,Monthly,0
5479,49,95.09,3,Monthly,0
5480,21,81.24,1,Annual,0
5481,9,78.83,1,Monthly,0
5482,6,55.29,2,Annual,0
5483,51,89.82,1,Annual,0
5484,45,53.13,1,Annual,0
5485,35,38.7,1,Annual,0
5486,39,100.16,6,Monthly,1
5487,22,87.74,2,Monthly,0
5488,41,97.59,1,Monthly,1
5489,54,65.27,2,Monthly,0
5490,5,89.33,0,Monthly,0
5491,42,71.22,2,Annual,0
5492,23,73.46,2,Monthly,0
5493,17,99.48,1,Monthly,0
5494,12,77.0,1,Annual,1
5495,23,66.07,3,Monthly,0
5496,16,52.69,1,Monthly,0
5497,3,87.21,3,Annual,0
5498,30,101.19,3,Monthly,1
5499,57,64.34,1,Annual,0
5500,22,93.78,3,Monthly,0
5501,9,61.14,2,Monthly,0
5502,29,94.99,3,Annual,1
5503,47,80.66,0,Annual,0
5504,37,85.36,2,Annual,0
5505,23,66.05,3,Monthly,0
5506,13,87.15,4,Annual,0
5507,32,68.05,1,Monthly,0
5508,46,71.73,1,Annual,0
5509,52,49.65,1,Annual,0
5510,47,64.56,6,Annual,1
5511,48,69.49,2,Monthly,1
5512,23,86.26,3,Monthly,0
5513,45,91.91,1,Monthly,0
5514,17,67.84,0,Monthly,0
5515,55,76.71,1,Monthly,0
5516,40,113.73,3,Monthly,1
5517,21,82.62,1,Monthly,1
5518,2,69.26,2,Annual,0
5519,37,46.41,4,Annual,0
5520,6,62.92,2,Annual,1
5521,44,62.14,1,Monthly,0
5522,18,119.56,5,Monthly,1
5523,30,63.03,1,Monthly,1
5524,22,81.02,1,Annual,0
5525,54,87.42,5,Annual,1
5526,33,102.13,1,Monthly,0
5527,30,80.16,0,Monthly,0
5528,17,69.79,0,Annual,0
5529,43,68.47,0,Monthly,0
5530,32,87.13,1,Monthly,0
5531,42,66.31,2,Monthly,1
5532,51,57.92,2,Monthly,0
5533,14,69.79,1,Annual,0
5534,58,53.51,1,Annual,0
5535,10,117.01,1,Monthly,1
5536,47,91.93,1,Monthly,0
5537,51,112.42,1,Monthly,1
5538,36,89.71,1,Annual,1
5539,34,110.49,1,Monthly,1
5540,9,87.35,1,Annual,0
5541,42,94.52,1,Monthly,0
5542,28,37.33,1,Annual,0
5543,11,61.71,3,Annual,0
5544,14,80.74,2,Annual,1
5545,39,81.22,1,Annual,0
5546,55,78.47,1,Monthly,0
5547,47,89.06,1,Annual,0
5548,54,89.88,2,Annual,0
5549,19,97.3,1,Annual,0
5550,54,93.38,3,Monthly,0
5551,15,104.08,3,Monthly,0
5552,28,104.24,3,Annual,0
5553,24,83.49,1,Monthly,1
5554,8,121.63,3,Annual,0
5555,43,107.19,0,Monthly,0
5556,9,63.86,0,Monthly,0
5557,47,87.85,1,Monthly,1
5558,33,43.15,0,Annual,1
5559,33,46.52,2,Annual,0
5560,19,70.01,2,Annual,0
5561,3,62.49,4,Monthly,1
5562,10,70.13,2,Monthly,0
5563,40,86.57,4,Monthly,0
5564,47,104.51,2,Monthly,1
5565,42,103.44,3,Monthly,0
5566,1,88.26,2,Monthly,1
5567,29,58.26,2,Monthly,1
5568,50,68.85,1,Annual,0
5569,34,92.74,2,Annual,0
5570,51,63.48,1,Monthly,0
5571,13,54.66,2,Monthly,1
5572,54,89.85,3,Monthly,1
5573,1,79.03,3,Monthly,0
5574,34,75.78,4,Monthly,1
5575,29,102.2,2,Monthly,0
5576,48,101.78,1,Monthly,0
5577,47,115.62,1,Annual,0
5578,13,66.97,2,Monthly,0
5579,48,88.59,3,Monthly,0
5580,49,80.38,3,Monthly,0
5581,53,86.77,2,Monthly,0
5582,29,57.31,3,Monthly,0
5583,39,51.95,1,Monthly,0
5584,24,79.2,5,Monthly,0
5585,26,63.15,2,Monthly,0
5586,17,98.76,3,Monthly,0
5587,7,49.99,4,Monthly,1
5588,13,51.64,1,Annual,0
5589,5,71.67,0,Monthly,0
5590,26,49.24,5,Annual,0
5591,49,113.52,2,Monthly,0
5592,3,76.34,2,Monthly,0
5593,7,67.94,1,Monthly,0
5594,58,89.36,1,Monthly,1
5595,49,97.68,3,Annual,1
5596,39,84.14,1,Monthly,0
5597,53,78.64,0,Monthly,1
5598,1,60.33,0,Annual,0
5599,49,92.62,3,Monthly,0
5600,17,108.33,1,Monthly,0
5601,43,75.61,1,Annual,0
5602,25,63.02,2,Monthly,0
5603,59,83.63,2,Annual,0
5604,3,80.05,4,Monthly,1
5605,15,55.67,2,Annual,1
5606,29,69.95,3,Annual,0
5607,53,115.77,1,Annual,0
5608,43,53.05,2,Annual,0
5609,32,66.19,2,Monthly,0
5610,26,61.03,2,Monthly,0
5611,16,62.79,3,Annual,0
5612,25,71.09,2,Monthly,0
5613,54,88.97,3,Annual,0
5614,28,106.17,2,Annual,0
5615,9,84.07,0,Annual,0
5616,56,66.31,1,Monthly,0
5617,56,110.8,4,Monthly,0
5618,1,38.63,1,Annual,0
5619,29,93.47,7,Annual,0
5620,57,59.46,3,Annual,0
5621,22,78.98,2,Annual,0
5622,16,91.26,2,Annual,1
5623,41,47.89,1,Monthly,0
5624,51,82.83,4,Annual,0
5625,44,84.37,1,Monthly,0
5626,51,109.25,3,Monthly,0
5627,54,134.3,2,Annual,1
5628,41,48.94,0,Annual,1
5629,7,108.34,0,Monthly,0
5630,14,79.24,1,Monthly,0
5631,29,63.83,4,Annual,0
5632,19,87.38,0,Annual,0
5633,19,53.95,4,Monthly,1
5634,2,55.15,2,Annual,0
5635,41,45.3,1,Monthly,0
5636,45,90.92,3,Monthly,0
5637,15,86.54,4,Annual,0
5638,3,63.71,1,Monthly,0
5639,11,110.47,0,Annual,0
5640,53,66.74,2,Monthly,0
5641,46,105.66,4,Annual,1
5642,30,82.44,2,Monthly,0
5643,57,66.47,3,Monthly,1
5644,40,77.7,2,Annual,1
5645,18,54.93,3,Monthly,1
5646,51,84.33,1,Annual,1
5647,48,80.61,2,Monthly,1
5648,2,90.55,3,Monthly,0
5649,32,97.58,2,Annual,0
5650,8,82.31,5,Monthly,1
5651,22,50.47,1,Annual,0
5652,6,98.65,2,Annual,1
5653,12,80.29,4,Annual,0
5654,47,42.12,3,Monthly,0
5655,57,86.19,1,Annual,1
5656,40,87.7,2,Annual,0
5657,36,72.83,1,Monthly,0
5658,15,76.04,2,Monthly,0
5659,28,68.09,4,Monthly,0
5660,52,88.32,3,Monthly,0
5661,57,82.8,5,Annual,0
5662,49,61.84,3,Annual,0
5663,45,112.36,5,Monthly,1
5664,18,66.68,5,Monthly,1
5665,2,25.87,1,Monthly,0
5666,13,70.59,0,Monthly,1
5667,45,100.62,1,Annual,0
5668,54,75.87,2,Annual,0
5669,15,47.3,4,Annual,0
5670,20,59.44,2,Monthly,1
5671,29,58.38,3,Monthly,1
5672,59,68.49,3,Monthly,0
5673,42,74.77,0,Annual,0
5674,29,89.88,2,Monthly,0
5675,3,82.57,2,Annual,0
5676,19,83.53,0,Annual,0
5677,3,115.59,2,Annual,0
5678,54,97.22,1,Monthly,0
5679,14,95.46,1,Annual,1
5680,40,43.74,1,Annual,0
5681,59,64.96,1,Monthly,0
5682,55,48.06,2,Annual,1
5683,4,64.62,1,Annual,1
5684,59,95.9,1,Monthly,1
5685,52,72.14,0,Monthly,0
5686,11,101.45,0,Annual,0
5687,58,93.86,1,Annual,1
5688,31,81.01,4,Monthly,0
5689,43,101.92,4,Annual,0
5690,32,107.29,3,Annual,0
5691,27,89.09,4,Monthly,0
5692,30,84.6,2,Monthly,0
5693,43,92.67,0,Monthly,0
5694,2,51.87,2,Annual,0
5695,49,77.65,0,Annual,0
5696,9,79.52,2,Annual,0
5697,28,72.63,2,Annual,0
5698,31,64.21,1,Monthly,0
5699,34,99.96,3,Monthly,0
5700,56,83.4,3,Annual,0
5701,15,85.22,3,Monthly,0
5702,48,108.49,1,Monthly,0
5703,25,76.09,3,Annual,0
5704,36,72.22,2,Monthly,0
5705,8,107.23,1,Monthly,1
5706,9,50.19,2,Monthly,1
5707,58,81.02,2,Annual,1
5708,58,65.25,3,Annual,0
5709,37,85.85,2,Monthly,0
5710,48,91.44,2,Annual,1
5711,45,92.55,2,Annual,0
5712,39,100.52,0,Monthly,0
5713,32,74.95,1,Monthly,0
5714,58,76.2,1,Monthly,0
5715,52,90.53,0,Monthly,0
5716,17,97.75,2,Annual,0
5717,35,53.99,1,Monthly,1
5718,37,86.28,5,Annual,0
5719,19,72.1,2,Monthly,0
5720,44,81.74,3,Annual,0
5721,29,72.87,3,Monthly,0
5722,59,65.55,2,Monthly,0
5723,7,59.63,1,Annual,1
5724,28,76.98,2,Monthly,1
5725,9,87.17,0,Annual,0
5726,28,67.94,1,Annual,0
5727,6,103.8,2,Annual,0
5728,29,129.17,1,Monthly,1
5729,58,88.26,3,Annual,0
5730,17,79.18,2,Monthly,0
5731,16,61.75,2,Annual,0
5732,23,87.4,5,Annual,0
5733,31,109.54,1,Monthly,0
5734,3,118.97,4,Annual,1
5735,21,107.92,0,Monthly,0
5736,26,96.87,2,Annual,0
5737,36,88.2,1,Monthly,0
5738,42,59.03,1,Monthly,1
5739,37,78.01,2,Monthly,0
5740,53,75.68,1,Monthly,0
5741,22,78.14,0,Monthly,0
5742,42,65.61,4,Monthly,0
5743,12,95.16,1,Annual,1
5744,42,74.52,5,Monthly,0
5745,13,72.9,1,Monthly,0
5746,11,65.68,4,Monthly,1
5747,54,84.65,0,Annual,0
5748,16,109.94,1,Annual,0
5749,8,79.8,4,Annual,1
5750,40,85.63,1,Monthly,0
5751,59,118.71,2,Monthly,0
5752,57,104.07,1,Monthly,1
5753,40,91.75,1,Annual,0
5754,45,90.91,3,Annual,0
5755,59,67.94,2,Monthly,0
5756,2,65.98,1,Annual,1
5757,30,82.83,2,Annual,0
5758,30,83.34,1,Annual,1
5759,12,63.0,3,Monthly,0
5760,10,94.07,0,Monthly,0
5761,44,74.45,0,Monthly,0
5762,11,102.55,2,Monthly,0
5763,15,78.89,1,Monthly,0
5764,16,77.12,0,Monthly,1
5765,17,61.25,2,Monthly,0
5766,26,63.44,1,Annual,0
5767,2,106.36,1,Monthly,0
5768,50,85.38,0,Annual,1
5769,12,87.79,1,Annual,0
5770,51,112.01,1,Annual,0
5771,26,53.65,1,Monthly,0
5772,23,93.43,0,Monthly,0
5773,18,48.24,3,Monthly,1
5774,32,71.25,5,Annual,0
5775,49,57.1,1,Monthly,0
5776,38,97.17,1,Monthly,1
5777,57,42.21,1,Annual,0
5778,47,75.4,1,Monthly,0
5779,3,56.82,4,Annual,1
5780,38,62.9,1,Annual,0
5781,3,65.99,1,Annual,0
5782,30,106.38,1,Monthly,0
5783,1,73.3,3,Monthly,0
5784,30,114.55,4,Monthly,0
5785,45,118.73,2,Monthly,0
5786,32,122.27,4,Monthly,1
5787,28,78.82,4,Annual,0
5788,21,84.21,3,Annual,0
5789,58,87.56,3,Monthly,0
5790,46,72.65,2,Annual,0
5791,13,88.49,4,Monthly,0
5792,27,61.3,1,Monthly,0
5793,36,42.49,1,Annual,0
5794,7,94.28,0,Monthly,0
5795,22,73.0,2,Annual,0
5796,10,60.47,1,Annual,0
5797,39,63.0,0,Monthly,0
5798,53,110.3,1,Annual,0
5799,15,89.28,1,Monthly,1
5800,15,49.55,1,Monthly,0
5801,4,56.26,0,Monthly,0
5802,32,74.16,3,Annual,0
5803,23,89.53,3,Annual,0
5804,55,64.11,2,Annual,0
5805,6,76.54,0,Monthly,0
5806,24,82.29,4,Monthly,0
5807,20,82.71,2,Monthly,0
5808,58,32.1,1,Monthly,0
5809,37,84.43,2,Monthly,0
5810,20,45.34,2,Monthly,0
5811,12,74.27,2,Monthly,0
5812,33,69.97,1,Monthly,0
5813,28,58.43,0,Monthly,1
5814,8,96.86,1,Monthly,1
5815,1,57.52,0,Annual,0
5816,37,69.54,2,Annual,0
5817,22,97.57,1,Annual,0
5818,6,68.97,2,Annual,0
5819,21,64.83,0,Monthly,0
5820,32,74.64,2,Monthly,1
5821,35,90.81,5,Monthly,0
5822,15,108.93,3,Monthly,0
5823,5,61.28,3,Annual,0
5824,56,62.9,0,Annual,0
5825,46,74.47,4,Monthly,0
5826,50,84.6,1,Monthly,0
5827,48,64.6,1,Annual,1
5828,6,93.77,0,Monthly,0
5829,25,61.65,1,Annual,0
5830,56,41.98,4,Annual,0
5831,46,90.64,3,Monthly,0
5832,59,92.95,2,Annual,0
5833,56,100.89,0,Monthly,0
5834,40,40.16,0,Monthly,0
5835,29,66.69,0,Annual,0
5836,7,74.98,1,Annual,1
5837,40,115.14,1,Annual,0
5838,13,76.82,2,Monthly,1
5839,38,53.07,3,Annual,1
5840,18,85.93,7,Monthly,0
5841,2,106.19,3,Annual,0
5842,8,101.93,2,Annual,0
5843,11,91.24,0,Annual,0
5844,33,85.25,2,Monthly,1
5845,54,34.64,3,Annual,0
5846,38,80.51,3,Annual,0
5847,48,83.56,2,Monthly,0
5848,27,76.8,2,Monthly,1
5849,20,94.14,2,Monthly,0
5850,12,76.48,1,Monthly,0
5851,43,72.63,1,Annual,0
5852,31,100.78,3,Monthly,0
5853,27,71.73,2,Monthly,1
5854,32,81.29,2,Monthly,0
5855,10,97.95,2,Monthly,1
5856,3,59.79,1,Monthly,0
5857,45,57.62,2,Monthly,0
5858,27,107.16,1,Annual,0
5859,35,68.15,2,Monthly,0
5860,31,93.85,3,Annual,1
5861,15,44.49,4,Monthly,0
5862,16,29.94,4,Annual,1
5863,13,87.28,2,Monthly,1
5864,49,77.45,1,Annual,1
5865,35,87.47,4,Monthly,0
5866,52,117.49,0,Monthly,1
5867,11,55.25,1,Monthly,0
5868,59,80.76,3,Monthly,0
5869,21,109.55,3,Monthly,0
5870,51,58.14,2,Monthly,0
5871,54,68.31,3,Monthly,0
5872,11,44.65,2,Annual,0
5873,30,124.76,2,Monthly,1
5874,48,35.91,1,Annual,0
5875,53,95.97,3,Monthly,1
5876,35,53.6,3,Annual,0
5877,22,58.98,2,Annual,0
5878,38,101.28,0,Monthly,1
5879,31,65.15,1,Annual,0
5880,14,93.04,1,Annual,0
5881,24,107.6,3,Monthly,0
5882,50,84.01,1,Monthly,1
5883,49,97.79,3,Annual,1
5884,32,81.61,1,Monthly,0
5885,36,82.54,2,Monthly,0
5886,32,67.3,1,Annual,1
5887,55,118.58,4,Annual,0
5888,15,94.86,0,Annual,1
5889,43,90.44,1,Monthly,0
5890,58,95.41,4,Annual,0
5891,35,66.45,1,Monthly,0
5892,3,98.62,3,Monthly,0
5893,16,111.12,1,Annual,0
5894,5,52.39,0,Monthly,0
5895,21,90.83,4,Annual,1
5896,10,81.26,2,Monthly,0
5897,19,69.62,3,Monthly,1
5898,25,58.13,1,Monthly,0
5899,4,101.04,2,Monthly,1
5900,29,84.16,2,Monthly,0
5901,19,75.86,1,Monthly,1
5902,43,90.85,1,Annual,0
5903,2,77.45,0,Monthly,1
5904,10,65.92,4,Annual,1
5905,43,82.58,2,Monthly,0
5906,25,79.44,1,Monthly,1
5907,20,44.52,2,Monthly,0
5908,48,67.41,2,Monthly,0
5909,19,54.71,0,Monthly,1
5910,23,46.97,0,Annual,0
5911,24,89.35,3,Monthly,1
5912,11,66.62,0,Monthly,0
5913,46,100.83,1,Annual,0
5914,34,43.43,2,Monthly,0
5915,55,74.04,4,Annual,0
5916,28,67.68,5,Annual,0
5917,5,48.44,4,Monthly,1
5918,59,80.1,0,Annual,0
5919,5,50.19,4,Monthly,1
5920,51,84.45,1,Annual,0
5921,21,94.42,1,Monthly,1
5922,12,85.35,2,Monthly,0
5923,50,87.88,4,Annual,0
5924,4,100.62,1,Annual,1
5925,54,79.46,1,Annual,0
5926,49,63.48,3,Monthly,0
5927,42,67.82,1,Annual,0
5928,20,68.25,1,Annual,0
5929,38,59.13,3,Annual,1
5930,25,95.68,3,Annual,0
5931,14,90.54,2,Annual,0
5932,11,46.7,2,Annual,0
5933,32,63.47,0,Monthly,0
5934,11,58.16,3,Monthly,0
5935,18,86.35,5,Monthly,0
5936,27,101.53,1,Monthly,0
5937,55,88.96,2,Annual,1
5938,54,65.98,0,Annual,1
5939,18,73.62,3,Annual,0
5940,56,52.14,4,Monthly,0
5941,23,53.68,3,Annual,0
5942,11,96.92,4,Annual,1
5943,21,108.88,4,Monthly,0
5944,44,65.7,2,Annual,1
5945,5,80.96,1,Annual,1
5946,23,94.41,3,Annual,1
5947,41,46.72,3,Monthly,0
5948,59,59.03,0,Monthly,0
5949,25,119.87,2,Annual,0
5950,41,60.85,2,Monthly,1
5951,54,72.76,2,Monthly,0
5952,10,67.94,2,Monthly,0
5953,22,40.1,3,Monthly,0
5954,19,81.65,3,Monthly,0
5955,1,79.49,3,Annual,1
5956,7,83.62,3,Annual,0
5957,4,78.31,1,Monthly,0
5958,1,70.8,4,Annual,1
5959,15,69.65,1,Annual,0
5960,40,70.0,0,Annual,0
5961,12,60.23,4,Monthly,0
5962,22,63.32,1,Annual,0
5963,22,60.56,1,Monthly,0
5964,50,91.47,3,Monthly,1
5965,47,86.12,2,Annual,0
5966,17,80.54,2,Monthly,0
5967,29,118.85,1,Monthly,0
5968,46,61.49,0,Annual,0
5969,14,102.38,1,Monthly,0
5970,50,74.8,2,Monthly,0
5971,20,83.14,1,Monthly,0
5972,50,93.42,2,Annual,0
5973,48,70.45,1,Monthly,0
5974,33,58.87,3,Monthly,0
5975,55,62.16,0,Monthly,1
5976,59,37.87,2,Monthly,0
5977,43,92.14,1,Monthly,1
5978,15,91.65,0,Annual,0
5979,12,111.67,2,Monthly,0
5980,40,88.3,2,Annual,0
5981,54,93.1,2,Monthly,0
5982,20,78.37,2,Monthly,0
5983,30,89.3,0,Annual,0
5984,38,101.79,4,Annual,0
5985,3,83.63,1,Monthly,0
5986,28,69.58,1,Annual,0
5987,56,75.6,3,Annual,0
5988,26,95.04,2,Monthly,0
5989,30,70.17,1,Monthly,0
5990,13,97.78,2,Monthly,1
5991,13,118.17,2,Monthly,1
5992,2,98.03,2,Annual,0
5993,37,94.94,1,Annual,1
5994,49,86.95,1,Monthly,0
5995,38,64.46,0,Annual,1
5996,2,62.65,2,Annual,0
5997,36,62.45,3,Annual,0
5998,54,91.09,6,Monthly,0
5999,26,72.21,4,Annual,0
6000,11,79.42,0,Annual,0
6001,8,88.37,1,Annual,0
6002,44,63.19,2,Monthly,0
6003,40,69.96,4,Monthly,0
6004,43,86.46,3,Monthly,1
6005,22,74.18,4,Monthly,0
6006,20,76.05,0,Monthly,1
6007,8,59.35,4,Monthly,1
6008,29,76.32,0,Annual,0
6009,40,113.04,1,Annual,0
6010,26,71.07,1,Monthly,0
6011,30,57.06,1,Monthly,1
6012,17,99.16,2,Annual,1
6013,20,90.47,2,Monthly,0
6014,52,84.25,3,Monthly,0
6015,55,53.63,2,Monthly,1
6016,16,56.47,0,Annual,0
6017,46,49.25,2,Annual,0
6018,43,88.63,1,Monthly,0
6019,7,100.4,2,Monthly,0
6020,16,89.31,1,Monthly,0
6021,45,119.0,4,Annual,0
6022,59,71.16,3,Annual,0
6023,47,73.53,1,Monthly,0
6024,56,82.13,3,Annual,0
6025,48,75.41,1,Annual,0
6026,27,89.97,2,Monthly,0
6027,53,67.21,3,Monthly,1
6028,23,52.11,4,Monthly,0
6029,24,44.21,1,Monthly,0
6030,9,89.61,6,Annual,1
6031,35,69.48,1,Monthly,0
6032,51,56.61,0,Monthly,0
6033,20,67.62,0,Monthly,0
6034,37,119.05,0,Annual,1
6035,42,57.78,4,Monthly,0
6036,17,94.54,2,Annual,0
6037,47,88.42,4,Annual,0
6038,31,106.83,3,Monthly,0
6039,55,77.54,2,Monthly,0
6040,57,48.79,3,Monthly,0
6041,8,99.85,6,Monthly,1
6042,15,75.0,2,Monthly,1
6043,31,105.49,1,Monthly,0
6044,53,96.32,1,Annual,0
6045,30,99.92,2,Monthly,1
6046,46,127.37,1,Annual,0
6047,20,85.64,2,Monthly,0
6048,39,108.86,3,Monthly,0
6049,53,71.9,4,Monthly,0
6050,55,90.81,3,Monthly,0
6051,12,69.95,2,Monthly,0
6052,49,89.58,4,Annual,0
